board_name,agency_affiliation,name,position,city,term_end,party,picture_url,bio,board_website,board_phone,board_email,agency_website
Nutrient Research and Education Council (NREC),Department of Ag and Natural Resources,Ryan Wolf,Specialty Fertilizer,"Sheldon, IA",2028-06-30,,,"Ryan Wolf’s career has focused on agronomic issues in the Upper Midwest. For the past fifteen years, Ryan has worked for WinField United. He currently is an Agronomy Services Manager, managing the western half of the United States WinField United’s’ Agronomists. Ryan also continues to cover parts of South Dakota for WinField United as a Regional Agronomist. Ryan spends time training agronomists, growers, and applicators on all aspects of crop production but specializes in plant nutrition and weed control. During the growing season, Ryan plans, coordinates, and presents at WinField United’s’ Answer Plots. He also provides technical and sales support for WinField United. Ryan earned his M.S. in Weed Science from South Dakota State University in 1998. He holds a B.S. in Plant Science also from South Dakota State University.",https://www.sdnrec.org/,605-688-6732,angela.loftesness@sdstate.edu,https://danr.sd.gov/
Nutrient Research and Education Council (NREC),Department of Ag and Natural Resources,Tom Gere,"SD Department of Agriculture & Natural Resources, Non-Voting","Pierre, SD",,,,,https://www.sdnrec.org/,605-688-6732,angela.loftesness@sdstate.edu,https://danr.sd.gov/
Nutrient Research and Education Council (NREC),Department of Ag and Natural Resources,Travis Strasser,Commodity Organization,"Wilmot, SD",2026-06-30,,,,https://www.sdnrec.org/,605-688-6732,angela.loftesness@sdstate.edu,https://danr.sd.gov/
Oilseeds Council,Department of Ag and Natural Resources,Charles Todd,President,Onida,2026-12-10,,,,,605-223-1774,sdoilseeds@yahoo.com,https://danr.sd.gov/
Oilseeds Council,Department of Ag and Natural Resources,Kei Oberlander,Vice President,Box Elder,2027-06-30,,,,,605-223-1774,sdoilseeds@yahoo.com,https://danr.sd.gov/
Oilseeds Council,Department of Ag and Natural Resources,Lance Hourigan,Director,Lemmon,2025-10-31,,,,,605-223-1774,sdoilseeds@yahoo.com,https://danr.sd.gov/
Oilseeds Council,Department of Ag and Natural Resources,Ryan Olson,Director,Pierre,2025-10-31,,,,,605-223-1774,sdoilseeds@yahoo.com,https://danr.sd.gov/
Oilseeds Council,Department of Ag and Natural Resources,Shannon DePoy,Director,Lantry,2025-10-31,,,,,605-223-1774,sdoilseeds@yahoo.com,https://danr.sd.gov/
One Call Board,Department of Public Safety,Bradley Wenande,Investor Owned Natural Gas Companies,Yankton,2026-10-31,,,,inc/www.sd811.com,6058630951,exedir@sdonecall.com,https://www.sdonecall.com/
One Call Board,Department of Public Safety,Jacob VanDewater,"Telecommunications with 50,000 Customers Or Less",Sioux Falls,2025-10-31,,,,inc/www.sd811.com,6058630951,exedir@sdonecall.com,https://www.sdonecall.com/
One Call Board,Department of Public Safety,James Wedin,"Telecommunications with 50,000 Customers Or More",Pierre,2024-10-31,,,,inc/www.sd811.com,6058630951,exedir@sdonecall.com,https://www.sdonecall.com/
One Call Board,Department of Public Safety,Jim Scull,Contractor / Excavation Services,Rapid City,2025-10-31,,,,inc/www.sd811.com,6058630951,exedir@sdonecall.com,https://www.sdonecall.com/
One Call Board,Department of Public Safety,Kay Braaten,Underground Gas or Petroleum,Aberdeen,2025-10-31,,,,inc/www.sd811.com,6058630951,exedir@sdonecall.com,https://www.sdonecall.com/
One Call Board,Department of Public Safety,Lloyd Rave,Rural Water Systems,Dell Rapids,2024-10-31,,,,inc/www.sd811.com,6058630951,exedir@sdonecall.com,https://www.sdonecall.com/
One Call Board,Department of Public Safety,Loren Beld,Excavating Contractors,Hazel,2026-10-31,,,,inc/www.sd811.com,6058630951,exedir@sdonecall.com,https://www.sdonecall.com/
One Call Board,Department of Public Safety,Mark Meier,Municipalities,Watertown,2024-10-31,,,,inc/www.sd811.com,6058630951,exedir@sdonecall.com,https://www.sdonecall.com/
One Call Board,Department of Public Safety,Ryan Barr,Community Antenna Television Systems,Aberdeen,2025-10-31,,,,inc/www.sd811.com,6058630951,exedir@sdonecall.com,https://www.sdonecall.com/
One Call Board,Department of Public Safety,Scott Wiese,Investor Owned Electric Utilities,Milbank,2024-10-31,,,,inc/www.sd811.com,6058630951,exedir@sdonecall.com,https://www.sdonecall.com/
One Call Board,Department of Public Safety,Steve Barnett,Rural Electric Cooperative,Pierre,2025-10-31,,,,inc/www.sd811.com,6058630951,exedir@sdonecall.com,https://www.sdonecall.com/
Open Meetings Commission,rney General,Austin Hoffman,McPherson County State's Attorney,,,,,,http://atg.sd.gov/legal/opengovernment/MeetingCommission.aspx,,,http://atg.sd.gov/
Open Meetings Commission,rney General,Emily Sovell,Sully County State's Attorney,,,,,,http://atg.sd.gov/legal/opengovernment/MeetingCommission.aspx,,,http://atg.sd.gov/
Open Meetings Commission,rney General,Katelynn Hoffman,Turner County State's Attorney,,,,,,http://atg.sd.gov/legal/opengovernment/MeetingCommission.aspx,,,http://atg.sd.gov/
Open Meetings Commission,rney General,Lance Russell,Fall River/Oglala Lakota County State's Attorney,,,,,,http://atg.sd.gov/legal/opengovernment/MeetingCommission.aspx,,,http://atg.sd.gov/
Open Meetings Commission,rney General,Michael Smith,Clay County State's Attorney (Chair),,,,,,http://atg.sd.gov/legal/opengovernment/MeetingCommission.aspx,,,http://atg.sd.gov/
"Operator Certification, South Dakota Board of",Department of Ag and Natural Resources,Bill Sarringar,Chair - Certified Water/Wastewater Operator,Pierre,2027-06-01,,,,https://danr.sd.gov/OfficeOfWater/DrinkingWater/OperatorCertification/default.aspx,605-773-3754,DANRmail@state.sd.us,https://danr.sd.gov/
"Operator Certification, South Dakota Board of",Department of Ag and Natural Resources,Chris Schmidt,Faculty Member,Brookings,2025-06-01,,,,https://danr.sd.gov/OfficeOfWater/DrinkingWater/OperatorCertification/default.aspx,605-773-3754,DANRmail@state.sd.us,https://danr.sd.gov/
"Operator Certification, South Dakota Board of",Department of Ag and Natural Resources,Craig Wagner,Certified Water/Wastewater Operator,Hartford,2027-06-01,,,,https://danr.sd.gov/OfficeOfWater/DrinkingWater/OperatorCertification/default.aspx,605-773-3754,DANRmail@state.sd.us,https://danr.sd.gov/
"Operator Certification, South Dakota Board of",Department of Ag and Natural Resources,Dave Van Cleave,Certified Water/Wastewater Operator,Rapid City,2026-06-01,,,,https://danr.sd.gov/OfficeOfWater/DrinkingWater/OperatorCertification/default.aspx,605-773-3754,DANRmail@state.sd.us,https://danr.sd.gov/
"Operator Certification, South Dakota Board of",Department of Ag and Natural Resources,Robin Bobzien,City Engineer/Public Works Director,Aberdeen,2025-06-01,,,,https://danr.sd.gov/OfficeOfWater/DrinkingWater/OperatorCertification/default.aspx,605-773-3754,DANRmail@state.sd.us,https://danr.sd.gov/
"Operator Certification, South Dakota Board of",Department of Ag and Natural Resources,Ryan Allen,Certified Water/Wastewater Operator,Dell Rapids,2026-06-01,,,,https://danr.sd.gov/OfficeOfWater/DrinkingWater/OperatorCertification/default.aspx,605-773-3754,DANRmail@state.sd.us,https://danr.sd.gov/
"Optometry, State Board of Examiners in",Department of Health,"Angela Hase, President",Optometrist,Aberdeen,2025-06-30,,,,https://doh.sd.gov/licensing-and-records/boards/optometry/,605-279-2244,sdoptboard@outlook.com,http://doh.sd.gov/
"Optometry, State Board of Examiners in",Department of Health,"Brian Gill, Vice President",Optometrist,Spearfish,2027-06-30,,,,https://doh.sd.gov/licensing-and-records/boards/optometry/,605-279-2244,sdoptboard@outlook.com,http://doh.sd.gov/
"Optometry, State Board of Examiners in",Department of Health,Jamie Farmen,Public Member,Pierre,2027-06-30,,,,https://doh.sd.gov/licensing-and-records/boards/optometry/,605-279-2244,sdoptboard@outlook.com,http://doh.sd.gov/
"Optometry, State Board of Examiners in",Department of Health,Scott Schirber,Optometrist,Rapid City,2025-06-30,,,,https://doh.sd.gov/licensing-and-records/boards/optometry/,605-279-2244,sdoptboard@outlook.com,http://doh.sd.gov/
"Optometry, State Board of Examiners in",Department of Health,Shane Hartman,Optometrist,Sioux Falls,2027-06-30,,,,https://doh.sd.gov/licensing-and-records/boards/optometry/,605-279-2244,sdoptboard@outlook.com,http://doh.sd.gov/
Oversight Council for Improving Criminal Justice Responses for Persons with Mental Illness,Unified Judicial System,Arthur Rusch,State Senator,Vermillion,,,,,https://mentalillnesscommunityjustice.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,https://ujs.sd.gov/
Oversight Council for Improving Criminal Justice Responses for Persons with Mental Illness,Unified Judicial System,Betsy Doyle,Minnehaha Co Public Defender,Sioux Falls,,,,,https://mentalillnesscommunityjustice.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,https://ujs.sd.gov/
Oversight Council for Improving Criminal Justice Responses for Persons with Mental Illness,Unified Judicial System,Carmen Means,Circuit Court Judge,Watertown,,,,,https://mentalillnesscommunityjustice.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,https://ujs.sd.gov/
Oversight Council for Improving Criminal Justice Responses for Persons with Mental Illness,Unified Judicial System,Cindy Heiberger,Minnehaha Co Commissioner,Hartford,,,,,https://mentalillnesscommunityjustice.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,https://ujs.sd.gov/
Oversight Council for Improving Criminal Justice Responses for Persons with Mental Illness,Unified Judicial System,Dr. Thomas Stanage,Lewis & Clark Behavioral Health,Yankton,,,,,https://mentalillnesscommunityjustice.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,https://ujs.sd.gov/
Oversight Council for Improving Criminal Justice Responses for Persons with Mental Illness,Unified Judicial System,Greg Sattizahn,State Court Administrator,Pierre,,,,,https://mentalillnesscommunityjustice.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,https://ujs.sd.gov/
Oversight Council for Improving Criminal Justice Responses for Persons with Mental Illness,Unified Judicial System,Linda Duba,State Representative,Sioux Falls,,,,,https://mentalillnesscommunityjustice.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,https://ujs.sd.gov/
Oversight Council for Improving Criminal Justice Responses for Persons with Mental Illness,Unified Judicial System,Melissa Klemann,Governor's Appointee,,,,,,https://mentalillnesscommunityjustice.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,https://ujs.sd.gov/
Oversight Council for Improving Criminal Justice Responses for Persons with Mental Illness,Unified Judicial System,Mike Milstead,Minnehaha County Sheriff,Sioux Falls,,,,,https://mentalillnesscommunityjustice.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,https://ujs.sd.gov/
Oversight Council for Improving Criminal Justice Responses for Persons with Mental Illness,Unified Judicial System,Reynold Nesiba,State Senator,Sioux Falls,,,,,https://mentalillnesscommunityjustice.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,https://ujs.sd.gov/
Oversight Council for Improving Criminal Justice Responses for Persons with Mental Illness,Unified Judicial System,Shane Penfield,Perkins Co State's Attorney,Lemmon,,,,,https://mentalillnesscommunityjustice.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,https://ujs.sd.gov/
Oversight Council for Improving Criminal Justice Responses for Persons with Mental Illness,Unified Judicial System,Terry Dosch,Council of Mental Health Centers,Pierre,,,,,https://mentalillnesscommunityjustice.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,https://ujs.sd.gov/
Oversight Council for Improving Criminal Justice Responses for Persons with Mental Illness,Unified Judicial System,Tiffany Wolfgang,Director of Behavioral Health,Sioux Falls,,,,,https://mentalillnesscommunityjustice.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,https://ujs.sd.gov/
Oversight Council for Improving Criminal Justice Responses for Persons with Mental Illness,Unified Judicial System,Tim Reed,State Representative,Brookings,,,,,https://mentalillnesscommunityjustice.sd.gov/,605-773-2374,Sadie.Stevens@ujs.state.sd.us,https://ujs.sd.gov/
"Pardons and Paroles, Board of",Department of Corrections,Jan Steele,Member,Gary,2028-01-17,,https://boardsandcommissions.sd.gov/bcuploads/Jan2.jpg,"Jan Steele first began a career in hospital nursing, then transitioned to mental health nursing at the Human Service Agency in Watertown from 1981 to 1987. From June of 1988 to the present day, Jan has been Codington County's Victim Witness Coordinator through the State's Attorney's Office. In the early years as Victim Witness Coordinator, from 1992-2000, Jan taught at the Law Enforcement Training Center in Pierre, revising a curriculum for a class entitled, ""Mental Illnesses: the Law Enforcement Response"" and Victim/Witness Assistance, providing law enforcement basic training. instruction on the role of a Victim/Witness Assistant. Jan served as a local coordinator in Watertown for the Widowed Persons Service, a training group for volunteers visiting the newly widowed, serving in that volunteer capacity while a nurse at the Human Service Agency. Jan also served on the Lake Area Child Protection Team, Boys & Girls Club, and Watertown Area Council for Aging, and was a volunteer singer/",https://www.doc.sd.gov/,605-367-5040,shelli.gust@state.sd.us,http://doc.sd.gov
"Pardons and Paroles, Board of",Department of Corrections,John Brown,Member- Retired Judge,Rapid City,2028-01-17,,https://boardsandcommissions.sd.gov/bcuploads/JLB.jpg,"John L. Brown was a judge for the Sixth Judicial Circuit in South Dakota. He was appointed to the seat in 2008. He was appointed presiding judge in August 2011, following the elevation of Lori Wilbur to the South Dakota Supreme Court where he served until his retirement from the court in 2021.",https://www.doc.sd.gov/,605-367-5040,shelli.gust@state.sd.us,http://doc.sd.gov
"Pardons and Paroles, Board of",Department of Corrections,Kenneth Albers,Member,Canton,2026-01-17,,https://boardsandcommissions.sd.gov/bcuploads/Ken2.jpg,"Mr. Albers completed 6 years with the Navy after graduation from high school, that is, four years active duty and two years reserve time. Upon returning home from military service, he became employed as a Lincoln County Deputy Sheriff. Mr. Albers served in that capacity for about 6 years, after which he ran for Sheriff, he got elected as Sheriff of Lincoln County and served in that capacity for 26 years. Upon retirement from the Sheriff’s Office, Mr. Albers went to work for his wife. She was the owner-operator of the Black Angus Steak House and Lounge. He tended the bar on pretty much a regular basis and gave the place a really good cleaning on Monday mornings. He did try to work in the kitchen at the Steak House. However, other kitchen employees threatened to quit. His wife decided to take him out of the kitchen. A change was needed, so, in 1997 he ran for South Dakota State Senate and got elected. He was State Senator of District 16 for a total of 10 years. In 2010 and was appoin",https://www.doc.sd.gov/,605-367-5040,shelli.gust@state.sd.us,http://doc.sd.gov
"Pardons and Paroles, Board of",Department of Corrections,Kirsten Aasen,Member- Attorney,Rapid City,2029-01-15,,https://boardsandcommissions.sd.gov/bcuploads/Aasen.jpg,"Ms. Aasen has been practicing law in the Black Hills since 2007, after a 20-plus-year career as a business lawyer on the East Coast. She previously served as a Commissioner for the South Dakota State Bar and been on the boards of various charitable organizations in Rapid City.",https://www.doc.sd.gov/,605-367-5040,shelli.gust@state.sd.us,http://doc.sd.gov
"Pardons and Paroles, Board of",Department of Corrections,Kurt Hall,Member,Faulkton,2026-01-19,,https://boardsandcommissions.sd.gov/bcuploads/Kurt2.jpg,"Hall is a native of Ree Heights, S.D. and has been the Faulk County Sheriff since 2004. Prior to that he served 6 years as the Hand County Sheriff. He also served as the President of the South Dakota Sheriff’s Association in 2013. Hall was instrumental in the construction of a new jail facility in Faulk County which opened in 2017, providing 35 beds for inmates from surrounding counties as well as federal prisoners. -Cited from the office of the South Dakota Attorney General webpage.",https://www.doc.sd.gov/,605-367-5040,shelli.gust@state.sd.us,http://doc.sd.gov
"Pardons and Paroles, Board of",Department of Corrections,Myron Rau,Member,Sioux Falls,2029-01-15,,https://boardsandcommissions.sd.gov/bcuploads/myron.png,"After a distinguished 26-year career with the South Dakota Highway Patrol, Myron was hired to manage the South Dakota Trucking Association and the South Dakota Automobile Dealers Association. For 21 years he served as President of these two nonprofit trade associations. Throughout Myron’s professional career, he has been regarded as one who understands how the South Dakota Code is written and how that code is best interpreted for practical use by citizens and law enforcement. These traits are best demonstrated by the credibility and relationships he has developed with Lobbyists and South Dakota Legislators during his 31 years of serving as both a public and private lobbyist. As an additional service to the state, in November of 2014, Myron was appointed to serve as a member of the South Dakota Board of Pardons and Paroles where he currently serves as Chairman.",https://www.doc.sd.gov/,605-367-5040,shelli.gust@state.sd.us,http://doc.sd.gov
"Pardons and Paroles, Board of",Department of Corrections,Patricia Meyers,Member- Attorney,Rapid City,2026-03-28,,https://boardsandcommissions.sd.gov/bcuploads/Pat2.jpg,"Mrs. Meyers, previously served on the South Dakota Board of Pardons and Paroles from 2008-2012. Mrs. Meyers has practiced litigation in the area of insurance defense and has also practiced family law. Mrs. Meyers served on the State Bar Disciplinary Committee for six years, Mrs. Myers was re-appointed to the SD Board of Paroles on December 19th, 2022.",https://www.doc.sd.gov/,605-367-5040,shelli.gust@state.sd.us,http://doc.sd.gov
"Pardons and Paroles, Board of",Department of Corrections,Peter Lieberman,Member- Retired Judge,Sioux Falls,2028-01-17,,https://boardsandcommissions.sd.gov/bcuploads/Peter.JPG,"Mr. Lieberman Grew up in NY state, attended law school in SD, fell in love with The Plains and the Black Hills and never left SD. Mr. Lieberman clerked for the SD Supreme Court, was an assistant attorney general under then A.G. Bill Janklow, appointed by the SD Supreme Court to serve as a magistrate judge in the 2nd judicial circuit, appointed by Gov. Janklow to the circuit bench, re-elected twice by the citizens of the 2nd circuit, served 35 years as a judge, specializing in criminal court cases, taught trial tactics and procedure at the USD Law School. Not only did he fall in love with this part of America, he fell in love with a woman from Sioux Falls and they have been together for forty years. Between doing work that meant something, having a few good and true friends, and spending the majority of his life with a woman that he loves he feels very fortunate.",https://www.doc.sd.gov/,605-367-5040,shelli.gust@state.sd.us,http://doc.sd.gov
"Pardons and Paroles, Board of",Department of Corrections,Vaughn Beck,Member-Attorney,Ipswich,2027-01-18,,https://boardsandcommissions.sd.gov/bcuploads/Picture3.png,"Mr. Beck served at the Northern Hills Public Defenders Office in 1992 and started Beck Law Office, a private law practice in Ipswich, South Dakota, in 1993. In addition to his law practice he currently serves as the State’s Attorney for Edmunds and Walworth County. He has served as State’s Attorney for 21 years.",https://www.doc.sd.gov/,605-367-5040,shelli.gust@state.sd.us,http://doc.sd.gov
"Pharmacy, State Board of",Department of Health,Ashley Hansen,Pharmacist,Aberdeen,2026-10-01,,,,https://doh.sd.gov/licensing-and-records/boards/pharmacy/,605-362-2737,tyler.laetsch@state.sd.us,http://doh.sd.gov/
"Pharmacy, State Board of",Department of Health,"Cheri Kraemer, Vice President",Pharmacist,Sioux Falls,2025-10-01,,,,https://doh.sd.gov/licensing-and-records/boards/pharmacy/,605-362-2737,tyler.laetsch@state.sd.us,http://doh.sd.gov/
"Pharmacy, State Board of",Department of Health,Curt Rising,Pharmacist,Rapid City,2027-10-01,,,,https://doh.sd.gov/licensing-and-records/boards/pharmacy/,605-362-2737,tyler.laetsch@state.sd.us,http://doh.sd.gov/
"Pharmacy, State Board of",Department of Health,Shane Clarambeau,Pharmacist,Ft. Pierre,2026-10-01,,,,https://doh.sd.gov/licensing-and-records/boards/pharmacy/,605-362-2737,tyler.laetsch@state.sd.us,http://doh.sd.gov/
"Pharmacy, State Board of",Department of Health,"Tom Nelson, President",Public Member,Spearfish,2027-10-01,,,,https://doh.sd.gov/licensing-and-records/boards/pharmacy/,605-362-2737,tyler.laetsch@state.sd.us,http://doh.sd.gov/
"Plumbing Commission, State of South Dakota",Department of Labor and Regulation,Brian Cooper,Lay Member,Sioux Falls,2027-04-14,Republican,,,http://dlr.sd.gov/plumbing/default.aspx,605-773-5500,mandy.nielsen@state.sd.us,http://dlr.sd.gov/
"Plumbing Commission, State of South Dakota",Department of Labor and Regulation,Duane Levanen,Plumbing Contractor,Bryant,2023-04-14,Republican,,,http://dlr.sd.gov/plumbing/default.aspx,605-773-5500,mandy.nielsen@state.sd.us,http://dlr.sd.gov/
"Plumbing Commission, State of South Dakota",Department of Labor and Regulation,James Bailey,Dept. of Heath Representative,Sioux Falls,2027-04-14,Republican,,,http://dlr.sd.gov/plumbing/default.aspx,605-773-5500,mandy.nielsen@state.sd.us,http://dlr.sd.gov/
"Plumbing Commission, State of South Dakota",Department of Labor and Regulation,Jeffrey Leuning,Lay Member,Ethan,2026-04-14,,,,http://dlr.sd.gov/plumbing/default.aspx,605-773-5500,mandy.nielsen@state.sd.us,http://dlr.sd.gov/
"Plumbing Commission, State of South Dakota",Department of Labor and Regulation,Jonathan Kist,Plumber,Pierre,2026-04-14,,,,http://dlr.sd.gov/plumbing/default.aspx,605-773-5500,mandy.nielsen@state.sd.us,http://dlr.sd.gov/
"Podiatry Examiners, State Board of",Department of Health,Adam Nichols,Podiatrist,Sioux Falls,2026-10-30,,,,https://doh.sd.gov/licensing-and-records/boards/podiatry/,605-642-1600,office@sdlicensing.com,http://doh.sd.gov/
"Podiatry Examiners, State Board of",Department of Health,"James Johnston, Vice President",Podiatrist,Aberdeen,2026-10-31,,,,https://doh.sd.gov/licensing-and-records/boards/podiatry/,605-642-1600,office@sdlicensing.com,http://doh.sd.gov/
"Podiatry Examiners, State Board of",Department of Health,Jeanie Blair,Public member,Sturgis,2027-10-30,,,,https://doh.sd.gov/licensing-and-records/boards/podiatry/,605-642-1600,office@sdlicensing.com,http://doh.sd.gov/
"Podiatry Examiners, State Board of",Department of Health,Rylan Johnson,Podiatrist,Rapid City,2026-10-30,,,,https://doh.sd.gov/licensing-and-records/boards/podiatry/,605-642-1600,office@sdlicensing.com,http://doh.sd.gov/
"Podiatry Examiners, State Board of",Department of Health,"Scott Torness, President",Podiatrist,Watertown,2027-10-30,,,,https://doh.sd.gov/licensing-and-records/boards/podiatry/,605-642-1600,office@sdlicensing.com,http://doh.sd.gov/
Professional Administrators Practices and Standards Commission,Department of Education,Camrin Vaux,Principal,Brookings,2025-12-31,,,"Appointed: January 23, 2025",https://doe.sd.gov/professionalpractices/,605-773-3553,PPSC@state.sd.us,http://doe.sd.gov/
Professional Administrators Practices and Standards Commission,Department of Education,Chantal Ligtenberg,Elementary Principal,Sturgis,2026-12-31,,,"Original appointment date: March 19, 2018 Reappointment Date: January 10, 2025",https://doe.sd.gov/professionalpractices/,605-773-3553,PPSC@state.sd.us,http://doe.sd.gov/
Professional Administrators Practices and Standards Commission,Department of Education,Dana Felderman,Superintendent,Madison,2027-12-31,,,"Appointed: January 21, 2025",https://doe.sd.gov/professionalpractices/,605-773-3553,PPSC@state.sd.us,http://doe.sd.gov/
Professional Administrators Practices and Standards Commission,Department of Education,Darla Mayer,Business Manager,Pierre,2025-12-31,,,Appointment date 1/5/2017,https://doe.sd.gov/professionalpractices/,605-773-3553,PPSC@state.sd.us,http://doe.sd.gov/
Professional Administrators Practices and Standards Commission,Department of Education,Erin Brenden,PARENT,Vienna,2025-12-31,,,Appointment Date 4/24/2024,https://doe.sd.gov/professionalpractices/,605-773-3553,PPSC@state.sd.us,http://doe.sd.gov/
Professional Administrators Practices and Standards Commission,Department of Education,Linda Kirchhevel,School Board Member,Harrisburg,2024-12-31,,,Appointment date 4/28/2022,https://doe.sd.gov/professionalpractices/,605-773-3553,PPSC@state.sd.us,http://doe.sd.gov/
Professional Administrators Practices and Standards Commission,Department of Education,Peter Books,Superintendent,Brookings,2027-12-31,,,Original appointment date: 4/28/2022. Reappointment Date: 1/22/2025,https://doe.sd.gov/professionalpractices/,605-773-3553,PPSC@state.sd.us,http://doe.sd.gov/
Professional Teachers Practices and Standards Commission,Department of Education,Alesha Limbo,Parent,Spearfish,2025-12-31,,,Original appointment date: 4/28/2022 Reappointment date: 3/25/2024,http://doe.sd.gov/professionalpractices/,605-773-3553,PPSC@state.sd.us,http://doe.sd.gov/
Professional Teachers Practices and Standards Commission,Department of Education,Caitlyn Graf,Teacher,Milbank,2027-12-31,,,"Appointment Date: January 8, 2025",http://doe.sd.gov/professionalpractices/,605-773-3553,PPSC@state.sd.us,http://doe.sd.gov/
Professional Teachers Practices and Standards Commission,Department of Education,Christine Saltsman,Teacher,Gettysburg,2025-12-31,,,"Appointment Date: January 8, 2025",http://doe.sd.gov/professionalpractices/,605-773-3553,PPSC@state.sd.us,http://doe.sd.gov/
Professional Teachers Practices and Standards Commission,Department of Education,Crystal McMachen,Classroom Teacher,Rapid City,2024-12-31,,,Original appointment date: 12/17/2018. Reappointment Date 4/28/2022,http://doe.sd.gov/professionalpractices/,605-773-3553,PPSC@state.sd.us,http://doe.sd.gov/
Professional Teachers Practices and Standards Commission,Department of Education,Joy Robbins,Classroom Teacher,Watertown,2025-12-31,,,"Original appointment date: October 15, 2019. Reappointed date: January 8, 2025",http://doe.sd.gov/professionalpractices/,605-773-3553,PPSC@state.sd.us,http://doe.sd.gov/
Professional Teachers Practices and Standards Commission,Department of Education,Kaye Wickard,Classroom Teacher,Mina,2025-12-31,,,Original appointment date: 7/25/2017. Reappointment Date: 4/2/2024,http://doe.sd.gov/professionalpractices/,605-773-3553,PPSC@state.sd.us,http://doe.sd.gov/
Professional Teachers Practices and Standards Commission,Department of Education,Nicole Bowman,Teacher,Pierre,2027-12-31,,,"Original appointment date: April 28, 2022. Reappointed date: January 7, 2025",http://doe.sd.gov/professionalpractices/,605-773-3553,PPSC@state.sd.us,http://doe.sd.gov/
Project Prison Reset,Office of the Governor,Brian Mulder,Member,"Sioux Falls, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Chris Karr,Member,"Sioux Falls, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Daniel Haggar,Member,"Sioux Falls, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Erin Healy,Member,"Sioux Falls, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Ernie Otten,Member,"Tea, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Greg Jamison,Member,"Sioux Falls, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Jack Kolbeck,Member,"Sioux Falls, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Jamie Smith,Member,"Sioux Falls, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Jane Wipf Pfeifle,Member,,2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Jason Foote,Member,"Yankton, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Jim Mehlhaff,Member,"Pierre, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Jon Hansen,Member,"Dell Rapids, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Joy Hohn,Member,"Hartford, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Karla Lems,Member,"Canton, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Mark Lapka,Member,"Leola, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Marty Jackley,Member,"Pierre, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Mike Milstead,Member,"Sioux Falls, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Scott Odenbach,Member,"Spearfish, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Steve Kolbeck,Member,"Brandon, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Tiffany Wolfgang,Member,,2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
Project Prison Reset,Office of the Governor,Tim Reisch,Member,"Howard, SD",2026-01-01,,,,,605-773-2807,allison.haines@state.sd.us,
